	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated
chr1_12079554_12092102_MIIP	483	403	684	691	346	941	369	701	80	868	770	159	450	115	130	6	1043	58
chr1_12089214_12089279_MIR6729	1	2	1	2	1	0	0	6	5	0	3	3	0	4	3	5	1	1
chr1_12123359_12204264_TNFRSF8	14	9	42	4	64	18	2	16	8	1	6	4	14	7	43	15	16	4
chr1_12226999_12227095_MIR7846	0	20	10	0	7	8	0	3	19	5	0	2	5	8	3	3	0	18
chr1_12227047_12269277_TNFRSF1B	313	92	271	241	432	485	648	66	433	228	126	189	7	72	244	187	128	65
chr1_12251769_12251830_MIR4632	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
chr1_12290086_12572099_VPS13D	2665	2203	1197	3504	819	3983	2761	2296	584	163	1968	1380	2251	5450	422	4448	4728	3310
chr1_12567299_12567451_SNORA59A	4	6	0	2	16	4	5	9	0	2	2	2	2	8	0	6	8	6
chr1_12627938_12678216_DHRS3	3707	12088	1756	14686	850	902	801	2254	8170	4444	4724	1541	2050	596	2726	1817	1596	2946
chr1_12638984_12639051_MIR6730	2	2	0	3	0	1	0	2	0	5	0	0	1	1	0	23	0	3
chr1_12704565_12727097_AADACL4	2	0	9	0	0	0	6	4	15	0	0	0	0	0	11	10	2	0
chr1_12776112_12788727_AADACL3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12806147_12823847_C1orf158	2	6	0	2	0	0	2	0	6	0	0	0	0	0	0	0	6	2
chr1_12834990_12838049_PRAMEF12	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12851545_12856777_PRAMEF1	0	2	3	0	2	2	0	0	0	4	0	0	2	0	0	0	0	3
chr1_12882548_12883086_LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12884462_12891264_PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0
chr1_12907229_12908609_HNRNPCL1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
chr1_12916940_12921764_PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr1_12939032_12946025_PRAMEF4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr1_12952726_12958101_PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_12976466_12980300_PRAMEF7	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
chr1_12998301_13007406_PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
chr1_13035498_13039011_PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13161985_13167193_PRAMEF34P	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13182959_13184326_HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13194517_13199727_PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13216201_13219584_PRAMEF25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13359818_13369057_PRAMEF5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13409134_13414502_PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13447413_13452656_PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13607699_13611533_PRAMEF8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr1_13641972_13648990_PRAMEF15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13668268_13673511_PRAMEF14	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr1_13694888_13698405_PRAMEF19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13716091_13719089_PRAMEF17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
chr1_13736906_13747803_PRAMEF20	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_13801440_13840498_LRRC38	0	0	0	2	0	5	2	4	0	0	0	0	8	0	0	0	2	4
chr1_13910251_13944452_PDPN	253	3823	168	836	663	375	222	1092	1743	523	909	362	551	433	257	237	89	2450
chr1_14026682_14151574_PRDM2	7321	2822	5579	2859	3535	4308	3581	496	3495	1815	2416	3103	3265	15303	6098	2743	4929	3244
chr1_14675449_14746469_KAZN-AS1	99	4	0	4	0	59	0	1	140	90	93	2	0	106	0	11	18	5
chr1_14925180_15444539_KAZN	16156	1641	2434	1197	1977	1608	1119	1349	603	419	2167	1696	3315	7771	1480	1451	1302	2776
chr1_15438310_15478960_TMEM51-AS1	75	94	77	44	204	22	77	210	240	62	37	65	160	285	304	17	146	2322
chr1_15479027_15546974_TMEM51	8	22	12	13	65	2	49	2	24	58	11	20	43	32	34	127	39	39
chr1_15490691_15498120_C1orf195	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr1_15573720_15724623_FHAD1	10	253	57	214	58	57	40	16	88	73	176	153	63	254	70	354	410	227
chr1_15653175_15670379_FHAD1-AS1	12	78	27	6	27	12	14	11	15	29	27	38	52	55	37	31	21	17
chr1_15736383_15756835_EFHD2	3724	104	2350	2327	3140	1758	1194	1918	2422	796	1787	3248	891	2147	690	392	8685	1368
chr1_15764938_15775737_CTRC	0	6	5	5	3	4	6	3	5	3	4	6	8	3	0	4	3	3
chr1_15783226_15798586_CELA2A	5	0	7	6	0	0	3	2	0	1	0	3	0	7	2	2	0	0
chr1_15802598_15817890_CELA2B	29	12	14	14	14	15	13	26	37	46	20	27	10	17	30	31	17	13
chr1_15817895_15851285_CASP9	337	213	232	429	456	415	338	337	632	488	375	389	433	488	341	413	321	85
chr1_15853307_15898228_DNAJC16	1335	1567	491	1480	1470	1000	51	864	566	1134	1306	2075	403	1510	671	1007	1087	1155
chr1_15868660_15868799_SCARNA21B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_15898193_15911546_AGMAT	4	71	22	203	49	129	13	88	102	127	60	61	26	101	67	98	100	37
chr1_15943952_15995539_DDI2	1841	532	1400	1915	1730	1423	1234	532	2050	1208	1609	785	1193	1907	1751	1657	2236	1967
chr1_15986207_15988525_RSC1A1	297	410	360	397	404	36	238	531	656	620	785	666	401	154	602	677	489	518
chr1_16010814_16061264_PLEKHM2	10571	6604	13319	6507	11010	7354	1965	39411	4352	20494	6413	6035	5662	5776	20980	16328	8795	12108
chr1_16062752_16067887_SLC25A34	38	64	202	2375	17	39	106	53	473	219	509	52	19	62	55	129	71	797
chr1_16066545_16076385_SLC25A34-AS1	57	26	25	14	258	195	836	92	21	5	22	9	51	196	28	269	23	15
chr1_16068993_16074477_TMEM82	5	1	0	0	2	1	0	0	1	9	0	2	8	0	2	4	6	2
chr1_16083132_16113084_FBLIM1	5093	2304	7025	123	1049	7183	11371	5372	1784	10391	12004	1765	4967	2015	1707	3658	5120	1086
chr1_16133656_16134194_UQCRHL	63	120	36	43	39	34	54	28	41	83	36	31	89	6	29	164	40	133
chr1_16160709_16174642_FLJ37453	546	898	113	387	149	691	238	78	328	112	242	152	260	147	241	213	604	344
chr1_16174201_16266951_SPEN	8866	6845	7088	22502	3795	49146	13133	8086	3604	1544	5169	5384	7220	8207	11867	6350	21215	4278
chr1_16268363_16302627_ZBTB17	3375	2616	2769	1186	1722	1522	10826	4031	873	2979	10617	1924	1998	384	1103	1027	2148	1883
chr1_16330730_16335302_SRARP	0	0	2	1	2	0	0	0	0	0	3	2	0	0	0	4	0	6
chr1_16340522_16346089_HSPB7	44351	11792	36786	37526	40972	10928	63901	23297	10910	15565	24737	2607	5531	27169	20609	17254	17495	15026
chr1_16348530_16360545_CLCNKA	21	9	32	379	31	278	27	98	64	116	30	138	136	98	13	110	0	81
chr1_16370276_16383821_CLCNKB	15	67	20	6	14	18	5	28	3	19	11	5	8	16	17	34	0	10
chr1_16384263_16400146_FAM131C	101	31	75	74	15	7	75	13	8	4	18	77	22	47	19	31	28	72
chr1_16450831_16482564_EPHA2	3089	1567	10447	1602	15128	32443	1148	11815	13033	1682	764	2020	2529	18334	2058	2331	28855	28134
chr1_16524348_16539147_ARHGEF19	619	517	175	44	259	174	578	476	204	497	824	2268	104	758	86	132	246	24
chr1_16558186_16563678_CPLANE2	225	307	140	193	101	189	195	6	258	316	25	183	100	207	55	160	49	136
chr1_16573334_16678975_FBXO42	1421	1366	1075	1536	1416	1889	3271	2511	1262	136	1252	2004	1499	755	1534	2150	4200	1278
chr1_16693736_16724640_SZRD1	7297	6873	10637	17457	8183	8279	7917	16437	11901	17988	7886	8997	10758	11704	21842	1080	18847	7752
chr1_16722175_16763919_SPATA21	2981	7588	11714	653	5174	5237	5222	14953	5265	11090	11644	5188	5575	5080	5197	5175	10230	7427
chr1_16767166_16786585_NECAP2	5965	5805	7218	3959	6222	2888	4452	7945	2972	3784	2177	3713	4525	3772	10555	3678	3337	5555
chr1_16787442_16794976_LINC01772	104	156	37	202	166	103	29	253	156	84	391	286	103	310	57	703	74	85
chr1_16793930_16819196_CROCCP3	14	93	147	160	77	553	165	411	321	55	410	425	641	213	464	536	222	480
chr1_16840616_16840780_RNU1-1	4	2	13	0	3	3	8	2	21	8	6	5	1	3	4	4	3	0
chr1_16860385_16862147_LINC01783	0	2	1	1	0	0	1	5	2	0	2	0	0	0	2	0	7	0
chr1_16872433_16872504_TRNAG1	2	2	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0
chr1_16888817_16940059_NBPF1	3965	3359	941	2760	3963	1204	7080	4852	5217	1204	2157	3830	2872	6863	3447	1755	4853	185
chr1_16944750_16957401_CROCCP2	2704	420	1161	661	1387	1588	1200	802	733	216	1512	18	986	738	489	1023	2519	1736
chr1_16972068_16976915_MST1P2	89	96	101	267	52	50	12	62	163	85	175	241	38	121	18	173	10	64
chr1_16993279_16993443_RNU1-3	2	3	13	22	6	7	0	2	3	0	19	1	0	6	3	5	0	3
chr1_17017712_17046652_ESPNP	1	0	0	0	2	0	5	0	3	0	7	0	0	5	6	11	2	2
chr1_17053779_17053850_TRG-CCC5-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1_17067010_17067174_RNU1-4	1	11	1	11	8	3	1	3	6	13	20	3	3	32	0	7	4	13
chr1_17081128_17090975_MST1L	47	41	32	43	59	23	45	26	97	95	25	7	18	16	20	19	36	18
chr1_17083555_17086552_LOC102724562	26	4	45	41	0	19	53	73	12	18	33	17	14	82	17	28	6	32
chr1_17185443_17185516_MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17188415_17188486_TRG-CCC1-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17198720_17200591_LOC112267871	0	4	2	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0
chr1_17199077_17199149_TRE-TTC3-1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1_17201957_17202031_TRN-GTT13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17215032_17216161_LOC105376805	2	20	94	55	26	14	60	37	93	12	30	54	28	6	24	14	48	27
chr1_17216171_17216245_TRN-GTT4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17222474_17222638_RNU1-2	4	54	10	25	3	5	7	20	12	0	22	1	2	6	1	4	5	1
chr1_17248425_17299459_CROCC	218	726	411	1889	3310	340	191	2778	2682	1853	3066	2750	556	1716	174	44	1687	413
chr1_17300996_17308081_MFAP2	8989	1415	7399	6319	323	2267	4858	9204	1465	2528	9592	3266	1975	6152	3286	3961	7605	5712
chr1_17312452_17338423_ATP13A2	5272	674	400	2871	3422	3781	951	1609	772	294	4070	74	2534	2959	3001	2295	1891	2174
chr1_17345216_17380527_SDHB	1490	1158	2024	979	1177	878	859	1562	167	548	1185	2486	1026	1790	1899	2342	964	1977
chr1_17393255_17445946_PADI2	1191	14	47	497	68	303	405	207	239	128	380	98	126	990	264	113	227	1109
chr1_17516283_17522882_LINC02783	4	35	58	85	115	20	24	43	82	71	67	58	76	31	9	10	83	92
chr1_17531622_17572502_PADI1	53	29	18	4	17	165	66	148	132	4	176	18	8	222	57	41	226	201
chr1_17575592_17610728_PADI3	2	2	0	0	0	0	0	12	2	4	0	0	10	0	0	10	11	0
chr1_17604383_17604470_MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_17634691_17690499_PADI4	0	4	0	6	0	0	0	0	0	0	1	1	2	0	1	2	0	0
chr1_17698690_17728195_PADI6	0	0	1	2	0	1	0	1	0	1	0	2	2	0	0	2	2	0
chr1_17733255_17766173_RCC2	8172	3120	3443	6303	924	5828	638	5560	1997	1183	1909	992	3217	2917	5674	5534	118	1678
chr1_17866192_18024370_ARHGEF10L	498	637	1892	2921	1834	1871	1911	1585	1381	2650	2344	1490	2489	863	1426	358	2999	4039
chr1_18081827_18153558_ACTL8	2	8	0	0	6	0	0	10	0	4	0	2	0	14	2	17	0	18
chr1_18392150_18400906_LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_18434291_18704977_IGSF21	0	6	2	1	2	0	0	1	0	0	0	1	1	0	0	5	15	0
chr1_18807423_18812493_KLHDC7A	0	0	0	0	0	0	0	6	0	0	0	0	32	2	0	4	0	4
chr1_18957339_19075360_PAX7	3	0	0	8	0	0	0	159	0	0	4	0	2	63	0	0	0	9
chr1_19166092_19186155_TAS1R2	0	0	0	0	8	0	0	0	2	0	2	0	1	0	2	0	0	0
chr1_19197923_19229293_ALDH4A1	813	405	413	831	1357	240	1442	820	1021	524	939	57	1106	1024	1864	693	1100	800
chr1_19209695_19209769_MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_19223564_19223642_MIR1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_19230773_19283170_IFFO2	57	1126	823	2166	1175	1430	2057	1388	3428	1790	927	664	2254	1736	1107	2660	2330	1864
chr1_19401003_19536760_UBR4	16446	18062	36796	22101	11075	19001	10127	46037	3476	14309	13938	53859	19546	9792	12855	12752	33313	11607
chr1_19536879_19567198_EMC1-AS1	3485	8466	7996	6900	5121	8227	11030	499	2421	6426	4224	3801	3634	5331	5879	8412	6921	4198
chr1_19542153_19578018_EMC1	4365	4036	9640	5831	12841	7753	4178	6802	7278	558	9682	5065	4877	2761	9804	5872	4854	8165
chr1_19578298_19586622_MRTO4	2286	5593	1787	2322	2444	2598	1856	1096	2046	1296	3106	2545	1028	2912	3261	1889	2221	1770
chr1_19592475_19600616_AKR7L	5	104	2	11	29	20	45	42	66	13	5	25	25	15	28	18	10	4
chr1_19609066_19615264_AKR7A3	13	22	26	9	21	13	13	30	33	18	42	8	0	15	32	27	22	16
chr1_19619740_19622230_LOC100506730	106	35	41	61	77	12	3	13	52	122	71	165	43	32	71	118	94	16
chr1_19629201_19638640_AKR7A2	2100	1555	1497	1240	1394	1682	496	81	1277	1316	1393	1799	739	760	505	3036	763	257
chr1_19638819_19658922_SLC66A1	943	226	435	1678	3473	2541	793	1795	3104	928	1200	725	920	703	960	1983	4613	757
chr1_19665268_19812033_CAPZB	12645	23045	18694	7335	16232	10231	17678	17891	14813	11883	11297	18078	24894	28780	19778	16304	22466	8928
chr1_19918295_19923326_LOC105378614	11	1	0	13	0	3	6	0	13	0	0	0	8	0	0	1	0	6
chr1_19923470_19956315_MICOS10	1156	149	2561	1564	1691	1104	3386	1872	2130	1492	1609	2914	2558	1326	2624	1246	1504	2285
chr1_19923472_19984945_MICOS10-NBL1	6263	11285	17227	8708	9775	9780	4421	602	4447	5635	8820	3196	3734	16804	14000	9683	5164	31788
chr1_19934300_19935138_RPS14P3	4	9	28	7	15	2	10	6	19	24	12	27	14	21	17	17	18	16
chr1_19969722_19984949_NBL1	3639	29227	2092	7214	8075	8454	6197	12507	4131	7312	3135	453	16667	3301	14974	14980	13124	13892
chr1_19991367_20007459_HTR6	4	10	27	6	0	10	54	8	5	6	19	4	9	6	10	13	17	3
chr1_20008705_20126409_TMCO4	1385	1333	344	1133	1029	689	57	1627	1123	962	249	689	3170	936	471	461	612	1080
chr1_20140521_20141776_RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_20208887_20239438_OTUD3	491	403	463	754	514	281	438	815	941	610	196	358	1873	640	345	1139	1105	729
chr1_20246501_20250110_PLA2G2E	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr1_20301923_20306927_PLA2G2A	2	0	156	0	430	0	0	606	0	4	0	1	2	0	0	2	439	12
chr1_20396686_20418404_PLA2G5	2	4	8	16	0	4	4	0	2	0	0	0	14	3	0	0	0	14
chr1_20438431_20446059_PLA2G2D	4	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0
chr1_20465815_20476874_PLA2G2F	1	10	3	0	0	0	4	0	0	0	0	0	0	0	2	6	3	0
chr1_20489547_20503932_PLA2G2C	1	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	3
chr1_20510734_20512979_UBXN10-AS1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
chr1_20512588_20522543_UBXN10	2	0	2	0	2	0	5	0	0	2	4	0	0	1	0	4	0	0
chr1_20569587_20571148_LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_20617367_20686011_VWA5B1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1_20686293_20755287_LINC01141	0	0	0	1	0	0	0	4	3	10	8	3	3	2	0	0	8	6
chr1_20808883_20812703_CAMK2N1	2356	317	1664	857	90	940	418	635	524	972	1098	183	2379	390	1517	1083	1297	1367
chr1_20825940_20834644_MUL1	8147	2318	3391	2129	1620	3155	7577	4326	7521	3389	608	1514	12020	1990	1793	2293	1943	1441
chr1_20879065_20881513_FAM43B	0	4	4	0	0	4	0	6	6	4	5	2	4	29	6	4	6	4
chr1_20915589_20945396_CDA	112	212	48	693	299	70	477	59	242	43	22	319	80	72	196	98	280	77
chr1_20959950_20978004_PINK1	6966	12157	6136	2885	4236	2603	5937	7878	3746	5377	4668	5830	4723	6085	2857	2572	9376	1948
chr1_20960171_20960281_MIR6084	147	101	249	271	11	90	50	264	139	551	498	301	151	155	71	307	264	260
chr1_20969149_20978686_PINK1-AS	4328	5992	4043	7066	5029	10791	5832	2622	5273	2663	6063	3171	4756	5721	5504	8223	1895	2742
chr1_20978259_20988037_DDOST	5873	4812	9766	7811	14043	807	13995	21400	13968	12149	14082	6503	3538	10226	16506	11303	7803	5599
chr1_20990506_21044500_KIF17	84	62	85	45	3942	122	133	886	1554	669	243	127	1045	1097	2102	111	720	119
chr1_21046223_21059196_SH2D5	13512	6366	191	9090	445	508	325	396	22240	7925	132	7837	620	137	22720	11839	3309	197
chr1_21066758_21113800_HP1BP3	14443	8673	9993	10710	7030	8262	9565	9327	15248	1568	12930	19275	9324	5532	13170	14612	10787	8197
chr1_21132784_21503390_EIF4G3	8418	11226	1401	9641	8419	6024	7125	7124	4581	8065	9973	21217	14803	10693	7631	5872	7026	19566
chr1_21314806_21314925_MIR1256	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
chr1_21543742_21671997_ECE1	11040	6353	7406	12237	5995	9249	13820	9975	3373	8558	12001	8630	10416	34776	17556	5030	5180	12704
chr1_21619782_21626362_ECE1-AS1	4	13	3	14	23	2	2	0	3	6	11	15	4	10	5	11	11	8
chr1_21766629_21811498_NBPF3	114	720	633	64	211	1070	146	171	216	244	193	434	241	1726	678	646	467	540
chr1_21835476_21904903_ALPL	5363	129	267	3396	18	76	214	495	51	8	216	297	6	367	45	26	258	38
chr1_21922713_21995850_RAP1GAP	457	1786	300	172	78	379	107	230	44	469	284	1482	351	104	583	417	1101	48
chr1_22004790_22109692_USP48	3382	1038	3561	3307	3824	2953	3936	517	5963	1936	119	3786	4934	4555	4930	3543	2632	1199
chr1_22138757_22151718_LDLRAD2	11885	13612	10600	8618	12227	7633	19415	17923	9298	1531	14778	3572	12473	19616	9655	26503	36564	8957
chr1_22148736_22263803_HSPG2	145301	66758	83824	198650	68661	56046	64292	113198	98684	27970	14317	63929	26972	72176	151904	71980	70199	83476
chr1_22303514_22315847_CELA3B	1	0	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0
chr1_22328149_22339035_CELA3A	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	0
chr1_22350486_22352541_LINC01635	73	85	9	57	143	77	251	218	73	40	84	59	145	58	66	40	67	172
chr1_22351683_22357717_LINC00339	1485	45	330	729	374	275	873	351	391	1020	262	451	442	334	343	837	341	643
chr1_22379201_22427853_CDC42	13659	9712	14482	4500	12209	10527	6484	18210	8367	14271	2097	4248	7190	10821	6806	5364	658	9895
chr1_22443805_22469590_WNT4	35	2729	258	77	187	212	560	120	138	49	704	406	70	8112	171	76	1150	264
chr1_22592731_22592793_MIR4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_22778343_22857650_ZBTB40	1488	190	1926	1379	1502	1955	1267	2471	1149	1644	2759	1311	2477	995	2299	3518	1743	3329
chr1_22889981_22930088_EPHA8	37	3	39	4	23	2	48	1	58	2	34	0	0	0	1	0	0	17
chr1_22959750_22959859_MIR6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_22963120_22966175_C1QA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_22970125_22974601_C1QC	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chr1_22979728_22988130_C1QB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_23037330_23247993_EPHB2	284	646	234	184	823	207	1001	249	244	488	57	1631	190	506	3350	851	484	416
chr1_23046009_23046091_MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_23189651_23189719_MIR4253	17	20	11	26	9	2	7	73	9	27	111	26	6	13	43	12	66	7
chr1_23279535_23299359_LACTBL1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
chr1_23337326_23342345_TEX46	3	2	1	0	6	18	0	26	3	19	2	9	13	3	5	0	13	0
chr1_23345960_23410182_KDM1A	241	5022	3806	7214	2403	2821	6364	3660	1561	4761	3638	1345	1969	4272	992	3168	2835	5344
chr1_23370797_23370865_MIR3115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
chr1_23410515_23495351_LUZP1	12648	5466	3108	3725	7476	6069	4339	7180	8334	3766	5090	5096	8084	4878	8753	17303	9518	5583
chr1_23518387_23521222_HTR1D	69	6	0	35	19	0	124	0	11	1	33	0	47	0	0	0	85	2
chr1_23607801_23612011_LINC01355	55	32	73	25	50	7	36	19	71	12	57	17	13	18	19	24	2	21
chr1_23631180_23670777_HNRNPR	9575	2196	3731	4268	2239	5591	359	2315	3542	13722	1384	3112	6253	7045	2989	6107	7019	4010
chr1_23685940_23696329_ZNF436	876	548	220	1604	759	2182	649	6266	5046	870	619	696	3041	1603	1135	1105	1186	1637
chr1_23695463_23698332_ZNF436-AS1	16	80	7	30	96	24	127	17	52	78	87	93	8	117	48	65	17	230
chr1_23707401_23751241_TCEA3	472	966	365	257	10	372	976	853	69	191	1431	365	130	453	1005	163	41	355
chr1_23755055_23810672_ASAP3	3153	1541	334	2211	70	1512	1680	2534	2838	742	837	260	4603	1559	1700	1328	402	1827
chr1_23832929_23857725_E2F2	12	29	59	95	2	62	167	0	3	1	76	222	80	67	245	127	32	102
chr1_23848421_23854911_LOC101928163	3	0	12	0	33	2	0	0	9	9	17	29	0	10	13	4	4	13
chr1_23884416_23885992_ID3	15548	9042	26553	39816	14491	98907	14376	5723	50928	7309	23876	10556	33609	14963	10322	18037	3441	14750
chr1_23953823_23967058_MDS2	3	5	0	2	6	0	0	8	2	2	0	10	0	2	0	0	7	6
chr1_24018268_24023325_RPL11	15394	13583	7690	13112	18327	20960	1807	8759	25228	11590	23191	18990	10201	15300	10204	14524	12269	9121
chr1_24069855_24088549_ELOA	3443	3028	3793	3114	5368	1970	4354	293	4501	1524	4146	2874	5397	3806	1439	4710	5546	2668
chr1_24086871_24104787_ELOA-AS1	975	406	64	538	799	652	1132	863	604	930	797	1025	1347	827	723	467	2324	1064
chr1_24104907_24114722_PITHD1	1044	2194	1160	846	1946	1497	902	1592	541	1430	2170	1595	3287	99	1831	2504	1664	2516
chr1_24117634_24122029_LYPLA2	1710	2542	2520	1617	143	1452	1420	1063	3220	1503	1978	1397	2439	1080	637	2317	1287	1178
chr1_24122088_24127244_GALE	492	558	2624	104	956	496	1158	744	2993	639	951	452	574	1419	1098	1519	2383	296
chr1_24128366_24151949_HMGCL	1265	347	7804	1180	4298	1503	2468	1210	2079	4761	2445	1294	1549	1465	2375	6742	1368	3376
chr1_24171566_24194859_FUCA1	30	873	259	13	2	522	102	175	298	72	16	74	26	706	435	38	166	172
chr1_24197004_24239852_CNR2	0	1	6	7	0	0	7	0	0	23	0	0	2	1	16	0	11	1
chr1_24255559_24255637_MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_24286317_24289952_PNRC2	15786	3165	11196	3083	2808	7666	11471	3029	3112	3002	3795	17302	5497	12401	11373	5680	3994	10466
chr1_24290836_24306817_SRSF10	20849	4879	3597	4458	12480	7617	9555	10761	5630	11244	3993	10397	6307	6603	3861	12304	3693	12194
chr1_24382530_24438625_MYOM3	130	68	70	127	186	0	16	56	53	8	43	9	20	37	88	117	22	201
chr1_24446260_24469630_IL22RA1	10	5	8	2	0	4	0	4	14	8	3	3	16	0	22	10	8	0
chr1_24480657_24513779_IFNLR1	0	2	0	0	0	0	0	15	0	2	2	5	4	1	2	1	0	0
chr1_24526729_24538180_LINC02800	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr1_24645846_24690972_GRHL3	710	59	292	387	1267	508	484	140	1241	334	518	254	450	305	796	226	1167	258
chr1_24683488_24741587_STPG1	600	822	973	1795	1990	1497	858	487	655	949	152	788	76	1180	296	722	445	550
chr1_24739976_24799473_NIPAL3	1526	6570	3980	155	4758	444	632	4717	2913	3322	370	4069	5839	5665	5453	6617	7401	3082
chr1_24822743_24828872_RCAN3AS	3	0	0	2	2	1	3	0	0	7	1	1	0	7	0	5	0	0
chr1_24828833_24867530_RCAN3	998	963	56	1472	153	68	1087	91	59	83	910	4	836	59	93	728	149	1465
chr1_24865763_24882515_NCMAP-DT	257	150	204	0	318	13	212	6	338	6	5	2	8	0	181	246	2	4
chr1_24882577_24935819_NCMAP	3	0	0	0	2	4	11	1	3	24	2	2	1	19	3	1	2	0
chr1_24969792_24999772_SRRM1	4607	4642	4797	3301	3353	9908	4604	6198	2336	4072	4816	6362	601	5963	8205	4424	5676	14315
