sampleID,geneID,pValue,padjust,zScore,l2fc,rawcounts,normcounts,meanCorrected,theta,aberrant,AberrantBySample,AberrantByGene,padj_rank,sample_name,TIN_mean,link_bam,chr,start,end,gene
S4_dekker_et_al,chr1_151372048_151374413_PSMB4,0.285267151893965,1,1.12,0.08,2825,6450.37,6086.98,372.26,FALSE,2,1,9421,S4_dekker_et_al,72.77,,chr1,151372048,151374413,PSMB4
S16_dekker_et_al,chr1_152627952_152629280_LINC00302,1,1,0.21,0,0,0,0.34,0.62,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,152627952,152629280,LINC00302
S2_dekker_et_al,chr1_152881020_152884362_IVL,0.164108306940571,1,-1.99,-3.39,0,0,12.53,1.11,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr1,152881020,152884362,IVL
S18_dekker_et_al,chr1_153509622_153514241_S100A5,0.991817265428488,1,-0.12,-0.2,5,12.28,14.44,9.85,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr1,153509622,153514241,S100A5
S12_dekker_et_al,chr1_154966061_154966797_LENEP,1,1,-1.13,-0.79,0,0,0.42,2.49,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr1,154966061,154966797,LENEP
S14_dekker_et_al,chr1_155023791_155035251_ADAM15,0.836114135439205,1,-0.19,-0.03,2097,4459.21,4555.78,129.13,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr1,155023791,155035251,ADAM15
S6_dekker_et_al,chr1_155141883_155145804_KRTCAP2,0.837464361848391,1,-0.21,-0.02,878,1870.18,1900,273.21,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,155141883,155145804,KRTCAP2
S18_dekker_et_al,chr1_160175173_160185162_PEA15,0.75018881679099,1,0.34,0.03,19541,35583.28,34859.28,225.55,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr1,160175173,160185162,PEA15
S4_dekker_et_al,chr1_161090763_161102478_DEDD,0.799053895851568,1,-0.27,-0.02,1055,2011.67,2038.04,730.88,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,161090763,161102478,DEDD
S6_dekker_et_al,chr1_161369489_161369562_TRV-CAC1-1,0.566981443838564,1,-1.83,-1.19,0,0,0.5,54.19,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,161369489,161369562,TRV-CAC1-1
S8_dekker_et_al,chr1_161677018_161684142_FCRLA,0.291495032719926,1,-1.15,-0.73,26,60.36,101.19,7.97,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,161677018,161684142,FCRLA
S2_dekker_et_al,chr1_162466963_162499421_UHMK1,0.651387451491612,1,-0.44,-0.04,4242,5535.62,5692.39,305.39,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr1,162466963,162499421,UHMK1
S10_dekker_et_al,chr1_165600470_165625373_MGST3,0.940087233776669,1,0.1,0.01,2282,3490.03,3473.02,111.2,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr1,165600470,165625373,MGST3
S6_dekker_et_al,chr1_167885912_167906310_MPC2,0.492459648937146,1,-0.68,-0.14,1435,2837.02,3126.82,60.81,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,167885912,167906310,MPC2
S14_dekker_et_al,chr1_170633271_170708562_PRRX1,0.146808513557926,1,1.42,0.34,11102,19173.42,15142.48,32.31,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr1,170633271,170708562,PRRX1
S8_dekker_et_al,chr1_171810637_172387606_DNM3,0.679341603378699,1,0.44,0.07,1453,2257.96,2144.51,53.57,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,171810637,172387606,DNM3
S8_dekker_et_al,chr1_173835342_173835428_SNORA103,0.204785928383801,1,1.27,0.25,1135,2445.39,2048.71,47.23,FALSE,2,1,9421,S8_dekker_et_al,72.77,,chr1,173835342,173835428,SNORA103
S4_dekker_et_al,chr1_180601157_180859415_XPR1,0.347435272433351,1,0.96,0.11,1696,2565.18,2379.47,159.34,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,180601157,180859415,XPR1
S18_dekker_et_al,chr1_182542768_182558391_RNASEL,0.397835902949872,1,0.69,0.2,555,811.85,705.11,31.9,FALSE,2,1,9421,S18_dekker_et_al,72.77,,chr1,182542768,182558391,RNASEL
S16_dekker_et_al,chr1_182808481_182857117_DHX9,0.66387154690219,1,0.46,0.02,5232,10699.55,10539.27,961.06,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,182808481,182857117,DHX9
S14_dekker_et_al,chr1_183107536_183110405_LAMC1-AS1,0.0139149822642525,1,-2.58,-0.5,1225,1698.57,2403.27,60.74,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr1,183107536,183110405,LAMC1-AS1
S6_dekker_et_al,chr1_183605243_183897677_RGL1,0.713027776413674,1,0.39,0.07,1426,1837.05,1748.53,41.54,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,183605243,183897677,RGL1
S16_dekker_et_al,chr1_184356162_184598153_C1orf21,0.944154466513368,1,-0.05,-0.02,949,1548.05,1574.43,51.27,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,184356162,184598153,C1orf21
S18_dekker_et_al,chr1_185126191_185260913_SWT1,0.529410204479129,1,-0.64,-0.11,261,285.91,307.62,127.57,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr1,185126191,185260913,SWT1
S8_dekker_et_al,chr1_186640922_186649555_PTGS2,0.604544706096169,1,-0.46,-0.46,1209,2204.76,3044.78,4.88,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,186640922,186649555,PTGS2
S10_dekker_et_al,chr1_186649785_186650578_PACERR,0.183098132385229,1,1.36,0.97,6,11.16,4.61,3.72,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr1,186649785,186650578,PACERR
S10_dekker_et_al,chr1_197122811_197169672_ZBTB41,0.68421120413162,1,-0.4,-0.05,1375,1423.72,1470.3,213.25,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr1,197122811,197169672,ZBTB41
S14_dekker_et_al,chr1_197881634_197904608_LHX9,0.494893344229656,1,0.73,0.48,439,1015.53,726.67,1.11,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr1,197881634,197904608,LHX9
S8_dekker_et_al,chr1_198126127_198291550_NEK7,0.78747800097371,1,-0.25,-0.07,21351,29974.83,31386.56,47.99,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,198126127,198291550,NEK7
S2_dekker_et_al,chr1_200311671_200342920_LINC00862,0.434881190654273,1,-0.76,-0.55,609,365.73,536.44,6.55,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr1,200311671,200342920,LINC00862
S8_dekker_et_al,chr1_200860658_200884870_INAVA,0.717038365706516,1,-0.48,-0.81,2,3.94,8.33,2.55,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,200860658,200884870,INAVA
S6_dekker_et_al,chr1_201433405_201438316_PHLDA3,0.0377260918856552,1,2.04,0.25,4039,8460.26,7108.83,136.18,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,201433405,201438316,PHLDA3
S6_dekker_et_al,chr1_201865583_201915676_LMOD1,0.116099367991728,1,-1.6,-0.54,3141,2337.42,3407.95,21.66,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,201865583,201915676,LMOD1
S4_dekker_et_al,chr1_201969178_201979481_ELF3-AS1,0.683928783936625,1,0.43,0.05,1393,2613.93,2525.07,134.06,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,201969178,201979481,ELF3-AS1
S6_dekker_et_al,chr1_202780073_202781041_PCAT6,0.0948562431564948,1,1.63,0.46,64,88.36,63.7,43.73,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,202780073,202781041,PCAT6
S8_dekker_et_al,chr1_203698708_203698833_SNORA77,0.0946279918442606,1,1.71,1,7,16.36,6.96,15.5,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,203698708,203698833,SNORA77
S2_dekker_et_al,chr1_204100189_204121172_ETNK2,0.105697231796153,1,-1.68,-0.7,125,128.19,209.29,15.68,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr1,204100189,204121172,ETNK2
S18_dekker_et_al,chr1_204110535_204112137_ERLNC1,0.360353701495808,1,-0.89,-0.51,19,15.73,22.6,16.09,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr1,204110535,204112137,ERLNC1
S2_dekker_et_al,chr1_206648145_206648207_MIR6769B,0.0904414822553758,1,1.79,0.93,1,1.27,0.46,3.68,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr1,206648145,206648207,MIR6769B
S4_dekker_et_al,chr1_207070787_207077484_IL24,0.838935989233717,1,0.32,0.02,36,21.41,21.07,2.79,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,207070787,207077484,IL24
S16_dekker_et_al,chr1_209848756_209849735_G0S2,0.872549593904771,1,-0.05,-0.41,78,108.86,144.97,2.18,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,209848756,209849735,G0S2
S14_dekker_et_al,chr1_210001316_210030910_UTP25,0.215554751355024,1,1.21,0.26,2200,3702.23,3102.28,43.57,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr1,210001316,210030910,UTP25
S6_dekker_et_al,chr1_221006104_221053482_HLX-AS1,0.349979388408663,1,0.96,0.25,214,210.03,176.92,29.03,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,221006104,221053482,HLX-AS1
S18_dekker_et_al,chr1_224572844_224622499_WDR26,0.659822910974998,1,-0.44,-0.02,5465,7427.6,7552.87,841.08,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr1,224572844,224622499,WDR26
S12_dekker_et_al,chr1_226033236_226070080_TMEM63A,0.315475630943135,1,1.03,0.09,1610,2286.31,2142.98,267.78,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr1,226033236,226070080,TMEM63A
S10_dekker_et_al,chr1_226107576_226112040_PYCR2,0.340319493330631,1,1,0.08,1637,3406.63,3222.76,346.75,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr1,226107576,226112040,PYCR2
S16_dekker_et_al,chr1_226411364_226414761_MIXL1,0.786430832056494,1,-0.94,-1.14,0,0,1.55,1.91,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,226411364,226414761,MIXL1
S2_dekker_et_al,chr1_228270360_228286913_ARF1,0.419405901136948,1,-0.89,-0.04,11727,22917.09,23541.39,1000,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr1,228270360,228286913,ARF1
S16_dekker_et_al,chr1_228584748_228584810_MIR6742,0.64064395084204,1,-1.18,-1.14,0,0,3.2,11.56,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,228584748,228584810,MIR6742
S6_dekker_et_al,chr1_228746012_228746133_RNA5S1,0.900403608501422,1,0.29,0.02,11,3.87,3.79,3.67,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr1,228746012,228746133,RNA5S1
S14_dekker_et_al,chr1_228766134_228766255_RNA5S10,0.204308096868655,1,-1.43,-1.71,4,1.02,3.92,2.75,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr1,228766134,228766255,RNA5S10
S4_dekker_et_al,chr1_229566991_229569841_ACTA1,0.737835830599791,1,-0.92,-1.11,0,0,3.27,3.5,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,229566991,229569841,ACTA1
S4_dekker_et_al,chr1_230972864_231005337_C1orf198,0.178026803113288,1,-1.37,-0.38,4881,7722.12,10085.97,30.64,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,230972864,231005337,C1orf198
S8_dekker_et_al,chr1_231010591_231014761_LOC101927604,0.470374383152662,1,-0.68,-0.66,6,9.65,16.14,8.63,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr1,231010591,231014761,LOC101927604
S4_dekker_et_al,chr1_234740014_234745271_IRF2BP2,0.699524759378233,1,0.4,0.05,3800,5809.83,5608.45,100.84,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr1,234740014,234745271,IRF2BP2
S12_dekker_et_al,chr1_241695677_241758944_KMO,0.360739758141616,1,-0.93,-0.37,126,163.07,211.09,18.64,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr1,241695677,241758944,KMO
S16_dekker_et_al,chr1_247273461_247275719_C1orf229,0.741116288670126,1,-0.24,-0.25,11,9.88,11.81,23.39,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,247273461,247275719,C1orf229
S16_dekker_et_al,chr1_247687980_247694106_GCSAML-AS1,1,1,-0.16,-0.62,0,0,1.56,0.55,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr1,247687980,247694106,GCSAML-AS1
S18_dekker_et_al,chr10_3818187_3827473_KLF6,0.152280366586958,1,-1.45,-0.31,9597,16342.82,20207.12,52.05,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,3818187,3827473,KLF6
S12_dekker_et_al,chr10_7860467_8058594_TAF3,0.95990197776202,1,0.08,0,663,1069,1065.43,198.48,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr10,7860467,8058594,TAF3
S6_dekker_et_al,chr10_12110952_12165220_DHTKD1,0.695473071001943,1,0.42,0.04,710,961.95,934.93,235.87,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr10,12110952,12165220,DHTKD1
S8_dekker_et_al,chr10_14116282_14129880_LOC101928453,0.93996956878968,1,-0.53,-0.95,0,0,6.51,1.9,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,14116282,14129880,LOC101928453
S14_dekker_et_al,chr10_15555947_15762334_ITGA8,0.855740204502151,1,0.28,-0.02,723,605.24,613.86,2.68,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,15555947,15762334,ITGA8
S14_dekker_et_al,chr10_17683282_17685917_STAM-AS1,0.844447125834129,1,0.42,0.15,7,8.65,7.63,17.43,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,17683282,17685917,STAM-AS1
S8_dekker_et_al,chr10_20105360_20578785_PLXDC2,0.172165580621538,1,1.23,0.76,393,722.14,425.18,4.47,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,20105360,20578785,PLXDC2
S8_dekker_et_al,chr10_26986352_27035727_PDSS1,0.510698277639141,1,0.83,0.11,121,340.4,315.11,206.01,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,26986352,27035727,PDSS1
S2_dekker_et_al,chr10_27293044_27389427_ANKRD26,0.781858348317673,1,-0.27,-0.03,906,1099.57,1125.89,201.22,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,27293044,27389427,ANKRD26
S18_dekker_et_al,chr10_29698462_29776785_SVIL-AS1,0.348506238370811,1,0.94,0.19,2967,4829.92,4226.55,42.81,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,29698462,29776785,SVIL-AS1
S16_dekker_et_al,chr10_31650355_31688684_LOC100505502,0.113003599005519,1,1.46,0.46,172,119.28,86.52,24.1,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,31650355,31688684,LOC100505502
S2_dekker_et_al,chr10_35104695_35105350_PARD3-AS1,0.591936878071938,1,0.91,0.52,2,6.18,3.38,19.11,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,35104695,35105350,PARD3-AS1
S2_dekker_et_al,chr10_35894268_35897863_GJD4,1,1,0.2,-0.05,5,6.98,7.24,5.16,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,35894268,35897863,GJD4
S6_dekker_et_al,chr10_44139306_44144329_ZNF32,1,1,0.02,0,577,1096.6,1096.95,397.35,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr10,44139306,44144329,ZNF32
S8_dekker_et_al,chr10_46951471_46967449_LOC101927699,0.830404546085522,1,-0.14,-0.23,225,949.11,1109.79,5.71,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,46951471,46967449,LOC101927699
S10_dekker_et_al,chr10_50818355_50820766_SLC18A3,1,1,0.17,-0.01,0,0,0.22,1000,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr10,50818355,50820766,SLC18A3
S14_dekker_et_al,chr10_51592079_51623386_TIMM23,0.717636435701227,1,0.39,0.03,1777,3320.09,3244.94,265.69,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,51592079,51623386,TIMM23
S18_dekker_et_al,chr10_64564479_64568239_ADO,0.829864949345005,1,-0.22,-0.02,1060,1744.46,1773.41,270.41,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,64564479,64568239,ADO
S2_dekker_et_al,chr10_70661070_70706603_DDX50,0.340754721177524,1,-1.02,-0.06,1633,2825.75,2952.22,710.19,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,70661070,70706603,DDX50
S12_dekker_et_al,chr10_73507312_73533277_VSIR,0.908507041050715,1,-0.08,-0.07,1611,2087.81,2185.74,18.3,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr10,73507312,73533277,VSIR
S14_dekker_et_al,chr10_75404643_75415787_SYNPO2L,0.947640010883495,1,0.01,-0.24,34,42.74,50.53,3.17,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,75404643,75415787,SYNPO2L
S8_dekker_et_al,chr10_75556271_75561157_ZSWIM8-AS1,0.53500190258991,1,-0.62,-0.06,1669,2578.92,2682.21,317.55,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,75556271,75561157,ZSWIM8-AS1
S12_dekker_et_al,chr10_75880012_75910586_AP3M1,0.892242673407961,1,-0.13,-0.01,1595,2545.37,2565.17,511.11,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr10,75880012,75910586,AP3M1
S2_dekker_et_al,chr10_78629358_79397566_KCNMA1,0.118761632619788,1,-1.63,-0.75,860,1506.94,2530.87,12.25,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,78629358,79397566,KCNMA1
S2_dekker_et_al,chr10_78647801_78738351_KCNMA1-AS1,0.0508017920546265,1,-2.11,-0.98,190,289.46,573.79,11.74,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,78647801,78738351,KCNMA1-AS1
S10_dekker_et_al,chr10_81272356_81276196_EIF5AL1,0.00882683689876148,1,-3.09,-0.49,130,303.74,426.21,121.14,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr10,81272356,81276196,EIF5AL1
S4_dekker_et_al,chr10_82289352_82295698_LOC101929574,0.325295311650037,1,-1.17,-0.65,8,13.45,22.1,18.56,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr10,82289352,82295698,LOC101929574
S16_dekker_et_al,chr10_87337487_87366972_GRID1-AS1,0.231146367896303,1,-1.51,-2.58,0,0,15.53,1.45,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,87337487,87366972,GRID1-AS1
S18_dekker_et_al,chr10_88516395_88684945_BMPR1A,0.112201928961133,1,1.62,0.15,1621,2901.35,2612.19,254.04,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,88516395,88684945,BMPR1A
S16_dekker_et_al,chr10_90692440_90699731_ACTA2-AS1,0.899470479816904,1,-0.08,-0.1,7529,13542.81,14501.69,11.45,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,90692440,90699731,ACTA2-AS1
S16_dekker_et_al,chr10_91087753_91100725_IFIT3,0.690898834367145,1,-0.39,-0.13,474,799.61,873.71,29.68,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,91087753,91100725,IFIT3
S18_dekker_et_al,chr10_91339251_91405329_PANK1,0.681857708272165,1,-0.46,-0.1,124,276.29,295.26,86.7,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,91339251,91405329,PANK1
S2_dekker_et_al,chr10_91589249_91600618_LINC00865,0.497354416553474,1,-0.63,-0.4,47,44.42,59.09,10.7,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,91589249,91600618,LINC00865
S18_dekker_et_al,chr10_93388198_93392828_PPP1R3C,0.236817901764795,1,1.16,0.28,5269,7742.37,6377.78,31.86,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,93388198,93392828,PPP1R3C
S12_dekker_et_al,chr10_96092982_96122696_NOC3L,0.458159089414646,1,-0.77,-0.08,798,1264.64,1338.03,245.04,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr10,96092982,96122696,NOC3L
S14_dekker_et_al,chr10_98510022_98510680_RPL13AP5,0.0958462819755385,1,1.64,0.29,1234,2584.41,2114.05,65.44,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,98510022,98510680,RPL13AP5
S8_dekker_et_al,chr10_98592054_98755713_LCOR,0.18118899371912,1,1.28,0.12,1688,1571.92,1444.77,285.23,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,98592054,98755713,LCOR
S14_dekker_et_al,chr10_98912798_99052430_ARHGAP19-SLIT1,0.663456281676812,1,0.5,0.05,396,861.76,829.34,194.34,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,98912798,99052430,ARHGAP19-SLIT1
S16_dekker_et_al,chr10_99079027_99081672_FRAT1,0.770658523438957,1,-0.27,-0.11,53,91.03,98.73,43,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,99079027,99081672,FRAT1
S2_dekker_et_al,chr10_99332197_99343641_ANKRD2,0.71622874897222,1,-0.36,-0.8,4,14.41,27.55,2.03,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,99332197,99343641,ANKRD2
S8_dekker_et_al,chr10_101992054_102027395_CWF19L1,0.743149280071466,1,0.36,0.04,581,1179.84,1144.45,121.63,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,101992054,102027395,CWF19L1
S6_dekker_et_al,chr10_102283485_102289680_NDUFB8,0.967599201158664,1,-0.03,0,1420,3214.98,3221.52,688,FALSE,2,0,9421,S6_dekker_et_al,72.77,,chr10,102283485,102289680,NDUFB8
S4_dekker_et_al,chr10_102790990_102800998_SFXN3,0.682364975857758,1,0.42,0.05,2665,4523.35,4377.14,144.47,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr10,102790990,102800998,SFXN3
S4_dekker_et_al,chr10_103578824_103588646_KCNIP2-AS1,0.103722662807201,1,1.6,0.59,36,66,42.98,22.83,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr10,103578824,103588646,KCNIP2-AS1
S18_dekker_et_al,chr10_103892750_103910090_PPRC1,0.189551048520534,1,-1.37,-0.12,1493,3277.06,3561.63,316.3,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,103892750,103910090,PPRC1
S16_dekker_et_al,chr10_105036894_105050103_INA,0.886730695624392,1,0.22,0.02,88,136.37,134.46,7.95,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,105036894,105050103,INA
S8_dekker_et_al,chr10_105156382_105206051_PDCD11,0.100205867793668,1,-1.66,-0.13,2366,3775.3,4141.01,382.47,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,105156382,105206051,PDCD11
S8_dekker_et_al,chr10_105637326_105677942_STN1,0.831267657191189,1,0.26,0.03,371,688.15,675.54,179.12,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,105637326,105677942,STN1
S2_dekker_et_al,chr10_105726897_105788991_SLK,0.688705872218124,1,0.42,0.03,4229,5811.65,5697.27,437.81,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,105726897,105788991,SLK
S2_dekker_et_al,chr10_105881815_105886143_SFR1,0.480098710727986,1,0.83,0.17,88,255.56,227.57,59.7,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,105881815,105886143,SFR1
S4_dekker_et_al,chr10_111967362_112047123_MXI1,0.997812310563731,1,0.02,-0.01,1740,1457.06,1462.84,83.65,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr10,111967362,112047123,MXI1
S10_dekker_et_al,chr10_116754415_116756352_LINC02626,1,1,0,-0.17,0,0,0.6,2.46,FALSE,2,0,9421,S10_dekker_et_al,72.77,,chr10,116754415,116756352,LINC02626
S12_dekker_et_al,chr10_118640987_118886097_SHTN1,0.865420647058513,1,-0.14,-0.05,1028,744.81,772.91,38.67,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr10,118640987,118886097,SHTN1
S8_dekker_et_al,chr10_119243803_119304579_EMX2OS,0.90994493881371,1,0.15,0.01,5403,6559.76,6490.12,29.11,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr10,119243803,119304579,EMX2OS
S18_dekker_et_al,chr10_120927231_120938324_PRDX3,0.258370641056553,1,1.17,0.08,2604,5708.54,5399.01,474.56,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,120927231,120938324,PRDX3
S4_dekker_et_al,chr10_123748677_124014057_TACC2,0.904322051507016,1,0.15,0.02,558,1050.93,1039.5,71.14,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr10,123748677,124014057,TACC2
S14_dekker_et_al,chr10_124214168_124216868_ARMS2,0.923893753034781,1,0.5,0.18,2,2.65,2.1,5.53,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr10,124214168,124216868,ARMS2
S16_dekker_et_al,chr10_124591673_124605373_CUZD1,0.818324485810258,1,-0.24,-0.25,12,19.19,23.04,10.37,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,124591673,124605373,CUZD1
S18_dekker_et_al,chr10_124739916_124749906_PSTK,0.527613520133091,1,-0.72,-0.17,65,135.39,152.94,73.28,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,124739916,124749906,PSTK
S18_dekker_et_al,chr10_127433295_127440629_EDRF1-AS1,0.584629814076958,1,-0.69,-0.08,153,279.27,295.85,380.07,FALSE,2,0,9421,S18_dekker_et_al,72.77,,chr10,127433295,127440629,EDRF1-AS1
S16_dekker_et_al,chr10_127512114_127542264_BCCIP,0.197451904547027,1,1.39,0.08,1681,3564.14,3366.94,736.34,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr10,127512114,127542264,BCCIP
S2_dekker_et_al,chr10_131265504_131569247_MGMT,0.416223329302781,1,-0.78,-0.26,496,795.09,952.4,26.47,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,131265504,131569247,MGMT
S2_dekker_et_al,chr10_134973722_135039916_KNDC1,0.146177350278143,1,-1.61,-1.65,21,20.18,65.48,3.14,FALSE,2,0,9421,S2_dekker_et_al,72.77,,chr10,134973722,135039916,KNDC1
S16_dekker_et_al,chr11_392595_404908_PKP3,0.0963664512370136,1,-1.99,-1.19,21,50.03,117.78,7.25,FALSE,2,0,9421,S16_dekker_et_al,72.77,,chr11,392595,404908,PKP3
S4_dekker_et_al,chr11_565656_568457_MIR210HG,0.873083529499531,1,0.21,0.03,425,374.93,366.69,16.64,FALSE,2,0,9421,S4_dekker_et_al,72.77,,chr11,565656,568457,MIR210HG
S12_dekker_et_al,chr11_799183_805231_PIDD1,0.29868342462437,1,1.11,0.16,493,1194.07,1066.83,95.32,FALSE,2,0,9421,S12_dekker_et_al,72.77,,chr11,799183,805231,PIDD1
S8_dekker_et_al,chr11_867858_915058_CHID1,0.136095809388297,1,-1.51,-0.17,3424,5416.24,6082.82,186.44,FALSE,2,0,9421,S8_dekker_et_al,72.77,,chr11,867858,915058,CHID1
S14_dekker_et_al,chr11_2629557_2721228_KCNQ1OT1,0.00769560756502615,1,2.42,0.63,521,329.23,212.9,33.6,FALSE,2,0,9421,S14_dekker_et_al,72.77,,chr11,2629557,2721228,KCNQ1OT1
